asset_id,source_dataset,source_row_id,video_locator_raw,video_name,video_origin_id,underlying_source,clip_start_sec,clip_end_sec,task_type_raw,source_tag,temporal_scope_raw,content_dimension_raw,response_format_raw,interaction_mode_raw,has_user_timestamp,has_assistant_timestamp,has_think_timestamp,has_support_span,ask_time_sec,response_st_time_sec,response_end_time_sec,response_instant_time_sec,estimated_video_duration_sec,question_text_preview,response_text_preview,response_text_length,num_questions,num_responses,num_conversations,num_thoughts,total_think_chars,has_options
streamo_0000086,streamo,86,coin/QnMbDe-tG74.mp4,QnMbDe-tG74.mp4,QnMbDe-tG74,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,36.0,66.0,,66.0,"Find, identify, and determine the temporal boundaries of a series of distinct actions or steps occurring throughout the video.",cut potato into strips,22,1,4,5,0,0.0,False
streamo_0000087,streamo,87,coin/LaYT_7IUVEk.mp4,LaYT_7IUVEk.mp4,LaYT_7IUVEk,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,130.0,145.0,,145.0,Identify and mark the video segments corresponding to a series of actions or steps.,open the laptop rear cover,26,1,4,5,0,0.0,False
streamo_0000088,streamo,88,coin/fNfFoxQm-cA.mp4,fNfFoxQm-cA.mp4,fNfFoxQm-cA,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,130.0,154.0,,154.0,Identify and mark the video segments corresponding to a series of actions or steps.,pour the noodles into the water and stir,40,1,4,5,0,0.0,False
streamo_0000089,streamo,89,coin/nkuInJhaMnc.mp4,nkuInJhaMnc.mp4,nkuInJhaMnc,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,57.0,72.0,,72.0,"Find, identify, and determine the temporal boundaries of a series of distinct actions or steps occurring throughout the video.",knead the meat,14,1,3,4,0,0.0,False
streamo_0000090,streamo,90,coin/wWWmMQ1WII4.mp4,wWWmMQ1WII4.mp4,wWWmMQ1WII4,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,115.0,156.0,,156.0,Locate and pinpoint a sequential series of specific actions or steps in the video.,apply glue to the wall and wallpaper,36,1,10,11,0,0.0,False
streamo_0000091,streamo,91,coin/0g6aBQErARc.mp4,0g6aBQErARc.mp4,0g6aBQErARc,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,53.0,83.0,,83.0,Identify and localize a series of steps or actions occurring in the video.,pour salt and rust removal liquid,33,1,3,4,0,0.0,False
streamo_0000092,streamo,92,coin/glMSNp9aAec.mp4,glMSNp9aAec.mp4,glMSNp9aAec,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,142.0,157.0,,157.0,"Find, identify, and determine the temporal boundaries of a series of distinct actions or steps occurring throughout the video.",prepare the ground floor,24,1,3,4,0,0.0,False
streamo_0000093,streamo,93,coin/5ErPb9BLe7A.mp4,5ErPb9BLe7A.mp4,5ErPb9BLe7A,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,30.0,32.0,,32.0,Identify and mark the video segments corresponding to a series of actions or steps.,press the corresponding button,30,1,3,4,0,0.0,False
streamo_0000094,streamo,94,coin/Gx0ON1f7J44.mp4,Gx0ON1f7J44.mp4,Gx0ON1f7J44,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,107.0,111.0,,111.0,Locate and describe a series of actions or steps in the video.,pour salt and rust removal liquid,33,1,7,8,0,0.0,False
streamo_0000095,streamo,95,coin/K4qyDXm0VGk.mp4,K4qyDXm0VGk.mp4,K4qyDXm0VGk,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,136.0,168.0,,168.0,"Find, identify, and determine the temporal boundaries of a series of distinct actions or steps occurring throughout the video.",put rubber on paddle,20,1,4,5,0,0.0,False
streamo_0000096,streamo,96,coin/zKQM3_b8Q7Q.mp4,zKQM3_b8Q7Q.mp4,zKQM3_b8Q7Q,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,183.0,187.0,,187.0,"Find, identify, and determine the temporal boundaries of a series of distinct actions or steps occurring throughout the video.",show the glass to the audience,30,1,4,5,0,0.0,False
streamo_0000097,streamo,97,coin/sHyijcO2o3g.mp4,sHyijcO2o3g.mp4,sHyijcO2o3g,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,39.0,51.0,,51.0,Locate and describe a series of actions or steps in the video.,put flower in book,18,1,4,5,0,0.0,False
streamo_0000098,streamo,98,coin/pvPFOLx9uXk.mp4,pvPFOLx9uXk.mp4,pvPFOLx9uXk,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,177.0,198.0,,198.0,Locate and describe a series of actions or steps in the video.,add different kinds of ingredients,34,1,5,6,0,0.0,False
streamo_0000099,streamo,99,coin/hUTvqHNX6SI.mp4,hUTvqHNX6SI.mp4,hUTvqHNX6SI,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,143.0,151.0,,151.0,Identify and mark the video segments corresponding to a series of actions or steps.,install the motherboard,23,1,4,5,0,0.0,False
